CustomerID,Recency,Frequency,Monetary,Cluster,Segment
15271,7,24,4528.54,2,High Performance
15272,57,6,2030.95,0,Average Performance
15273,600,1,228.96,1,Low Performance
15274,4,2,716.57,2,High Performance
15275,38,1,615.14,0,Average Performance
15276,66,4,619.8,0,Average Performance
15277,47,2,476.34,0,Average Performance
15278,562,4,496.15999999999997,1,Low Performance
15279,355,5,1580.54,1,Low Performance
15280,172,3,397.52,1,Low Performance
15281,59,16,8543.57,0,Average Performance
15282,570,1,348.59,1,Low Performance
15283,390,3,148.33,1,Low Performance
15284,500,1,24.75,1,Low Performance
15285,408,1,94.92,1,Low Performance
15286,50,1,240.55,0,Average Performance
15287,22,5,856.03,0,Average Performance
15288,43,10,3706.53,0,Average Performance
15289,29,5,1593.09,0,Average Performance
15290,5,26,10496.28,2,High Performance
15291,26,39,13472.76,2,High Performance
15292,201,1,178.39,1,Low Performance
15293,666,1,247.5,1,Low Performance
15294,411,1,233.35,1,Low Performance
15295,654,1,207.04,1,Low Performance
15296,51,12,10323.03,0,Average Performance
15297,10,3,641.94,0,Average Performance
15298,2,23,9061.77,2,High Performance
15299,67,9,5556.53,0,Average Performance
15300,64,1,496.44,0,Average Performance
15301,51,17,6909.67,0,Average Performance
15302,730,1,308.0,1,Low Performance
15303,290,3,1224.18,1,Low Performance
15304,61,9,796.4000000000001,0,Average Performance
15305,555,1,93.6,1,Low Performance
15306,64,9,3484.73,0,Average Performance
15307,96,1,205.3,1,Low Performance
15308,274,1,310.47,1,Low Performance
15309,611,4,797.96,1,Low Performance
15310,479,1,1634.64,1,Low Performance
15311,1,207,114671.42,2,High Performance
15312,75,12,2930.19,0,Average Performance
15313,110,1,52.0,1,Low Performance
15314,199,3,820.4499999999999,1,Low Performance
15315,64,2,570.5,0,Average Performance
15316,327,1,165.0,1,Low Performance
15317,677,1,129.75,1,Low Performance
15318,4,1,312.62,2,High Performance
15319,284,1,204.5,1,Low Performance
15320,44,1,267.13,0,Average Performance
15321,71,12,6709.7300000000005,0,Average Performance
15322,86,2,1390.86,0,Average Performance
15323,563,3,434.6,1,Low Performance
15324,701,1,140.22000000000003,1,Low Performance
15325,104,8,1601.46,0,Average Performance
15326,334,5,1700.52,1,Low Performance
15327,53,1,208.75,0,Average Performance
15328,408,1,107.24,1,Low Performance
15329,39,11,2958.83,0,Average Performance
15330,32,2,714.96,0,Average Performance
15331,500,3,767.91,1,Low Performance
15332,366,6,4892.68,1,Low Performance
15333,208,1,1028.56,1,Low Performance
15334,157,3,347.87,1,Low Performance
15335,54,1,170.22,0,Average Performance
15336,402,1,240.5,1,Low Performance
15337,411,1,373.02,1,Low Performance
15338,677,1,277.93,1,Low Performance
15339,66,7,1821.02,0,Average Performance
15340,562,1,105.5,1,Low Performance
15341,81,2,2402.7200000000003,0,Average Performance
15342,130,1,406.09,1,Low Performance
15343,87,1,364.5,0,Average Performance
15344,1,3,563.94,2,High Performance
15345,46,1,393.54,0,Average Performance
15346,333,3,596.12,1,Low Performance
15347,366,4,1162.0,1,Low Performance
15348,72,1,158.04,0,Average Performance
15349,158,2,463.90999999999997,1,Low Performance
15350,373,2,547.6,1,Low Performance
15351,12,10,3430.22,2,High Performance
15352,549,1,111.15,1,Low Performance
15353,255,7,2794.4700000000003,1,Low Performance
15355,29,2,277.05,0,Average Performance
15356,31,13,3239.57,2,High Performance
15358,5,42,16425.86,2,High Performance
15359,663,8,181.35,1,Low Performance
15360,40,1,427.93,0,Average Performance
15361,362,4,689.07,1,Low Performance
15362,449,2,613.08,1,Low Performance
15363,373,2,678.11,1,Low Performance
15364,96,2,913.19,0,Average Performance
15365,26,13,4557.13,2,High Performance
15366,75,7,2389.08,0,Average Performance
15367,57,11,5081.33,0,Average Performance
15368,21,2,722.74,0,Average Performance
15369,492,11,6251.26,1,Low Performance
15370,41,8,3739.01,0,Average Performance
15371,662,1,59.400000000000006,1,Low Performance
15372,137,8,6017.06,0,Average Performance
15373,8,17,3084.54,2,High Performance
15374,129,2,307.32,1,Low Performance
15375,690,1,60.959999999999994,1,Low Performance
15376,40,3,1221.56,0,Average Performance
15377,383,4,1211.75,1,Low Performance
15378,463,2,246.5,1,Low Performance
15379,169,8,4877.84,0,Average Performance
15380,9,11,3248.96,2,High Performance
15381,214,5,1890.5700000000002,1,Low Performance
15382,15,12,13733.550000000001,2,High Performance
15384,170,4,2027.79,1,Low Performance
15385,40,3,942.08,0,Average Performance
15386,186,1,394.14,1,Low Performance
15387,492,1,468.65,1,Low Performance
15388,270,1,140.54,1,Low Performance
15389,172,5,2733.8,0,Average Performance
15390,396,2,1216.66,1,Low Performance
15391,584,1,289.87,1,Low Performance
15392,5,7,2911.62,2,High Performance
15393,16,5,891.34,0,Average Performance
15394,10,11,5286.8,2,High Performance
15395,326,1,107.45,1,Low Performance
15396,113,2,796.38,0,Average Performance
15397,290,1,94.0,1,Low Performance
15398,16,2,1345.53,0,Average Performance
15399,1,3,815.77,2,High Performance
15400,92,8,1302.3,0,Average Performance
15401,452,2,216.95000000000002,1,Low Performance
15402,149,6,1830.12,0,Average Performance
15403,492,2,170.88,1,Low Performance
15404,376,1,257.06,1,Low Performance
15405,189,2,659.84,1,Low Performance
15406,31,4,975.87,0,Average Performance
15407,34,4,1046.74,0,Average Performance
15408,264,1,267.18,1,Low Performance
15409,721,1,131.25,1,Low Performance
15410,84,10,4685.72,0,Average Performance
15411,26,4,1348.93,0,Average Performance
15412,171,1,190.53,1,Low Performance
15413,692,5,6798.72,1,Low Performance
15414,10,3,774.9000000000001,0,Average Performance
15415,313,1,559.61,1,Low Performance
15416,65,7,4572.82,0,Average Performance
15417,85,1,508.8,0,Average Performance
15418,425,2,449.42,1,Low Performance
15419,25,1,135.86,0,Average Performance
15420,434,6,743.0,1,Low Performance
15421,59,10,3805.34,0,Average Performance
15422,323,7,1619.97,1,Low Performance
15423,38,3,266.89,0,Average Performance
15424,254,3,597.78,1,Low Performance
15425,400,4,1941.1200000000001,1,Low Performance
15426,19,9,2156.35,2,High Performance
15427,33,3,1430.54,0,Average Performance
15428,15,4,762.75,0,Average Performance
15429,27,2,397.35,0,Average Performance
15430,468,2,954.75,1,Low Performance
15431,503,1,153.24,1,Low Performance
15432,23,2,320.76,0,Average Performance
15433,214,2,533.3,1,Low Performance
15434,8,11,2567.06,2,High Performance
15435,22,1,149.29,0,Average Performance
15436,12,3,1067.75,0,Average Performance
15437,262,2,393.45,1,Low Performance
15438,131,1,156.57999999999998,1,Low Performance
15439,405,4,1269.05,1,Low Performance
15440,55,3,383.68,0,Average Performance
15441,396,3,1254.21,1,Low Performance
15442,249,1,594.0,1,Low Performance
15443,2,14,5114.23,2,High Performance
15444,9,2,1411.21,0,Average Performance
15445,264,2,284.5,1,Low Performance
15446,377,3,396.75,1,Low Performance
15447,331,5,492.88,1,Low Performance
15448,313,2,788.81,1,Low Performance
15449,26,3,974.52,0,Average Performance
15450,30,1,429.84,0,Average Performance
15451,434,2,226.86,1,Low Performance
15452,30,6,1785.1100000000001,0,Average Performance
15453,2,7,1371.77,2,High Performance
15454,362,2,303.89,1,Low Performance
15455,598,1,38.25,1,Low Performance
15456,283,10,2091.52,1,Low Performance
15457,262,1,237.07,1,Low Performance
15458,25,2,370.43999999999994,0,Average Performance
15459,417,2,202.82999999999998,1,Low Performance
15460,354,1,214.26,1,Low Performance
15461,461,2,429.7,1,Low Performance
15462,94,4,737.05,0,Average Performance
15463,29,1,126.14,0,Average Performance
15464,338,1,1044.65,1,Low Performance
15465,20,32,12100.4,2,High Performance
15466,85,4,1560.46,0,Average Performance
15467,9,3,524.88,0,Average Performance
15468,51,3,1430.48,0,Average Performance
15469,50,3,874.25,0,Average Performance
15470,576,1,63.419999999999995,1,Low Performance
15471,2,3,1292.01,2,High Performance
15472,113,1,371.56,1,Low Performance
15473,14,8,2046.0,2,High Performance
15474,596,1,150.35,1,Low Performance
15475,77,1,454.10999999999996,0,Average Performance
15476,380,4,2209.98,1,Low Performance
15477,650,1,368.4,1,Low Performance
15478,40,3,1940.98,0,Average Performance
15479,733,1,147.4,1,Low Performance
15480,116,3,3592.25,0,Average Performance
15481,401,1,1993.34,1,Low Performance
15482,16,18,14377.36,2,High Performance
15483,161,10,810.68,0,Average Performance
15484,1,6,4652.1,2,High Performance
15485,30,7,4810.92,0,Average Performance
15486,527,1,102.0,1,Low Performance
15487,680,1,231.32,1,Low Performance
15488,93,5,431.92,0,Average Performance
15489,23,8,2419.61,2,High Performance
15490,430,1,210.85,1,Low Performance
15491,95,6,3100.09,0,Average Performance
15492,28,2,659.4599999999999,0,Average Performance
15493,33,9,4113.19,0,Average Performance
15494,21,5,3702.6,0,Average Performance
15495,379,1,246.5,1,Low Performance
15496,631,1,146.14000000000001,1,Low Performance
15497,18,9,8657.39,2,High Performance
15498,3,44,24972.86,2,High Performance
15499,724,1,158.65,1,Low Performance
15500,8,4,1131.56,2,High Performance
15501,405,2,399.95,1,Low Performance
15502,16,12,9542.92,2,High Performance
15503,363,2,257.3,1,Low Performance
15504,81,4,391.45,0,Average Performance
15505,53,5,3610.96,0,Average Performance
15506,23,6,2030.33,0,Average Performance
15507,172,1,475.86,1,Low Performance
15508,189,6,1000.27,1,Low Performance
15509,380,1,152.41,1,Low Performance
15510,331,1,250.0,1,Low Performance
15511,12,5,900.53,2,High Performance
15512,156,4,331.58,1,Low Performance
15513,33,35,26437.05,2,High Performance
15514,12,18,6388.28,2,High Performance
15515,387,1,171.81,1,Low Performance
15516,45,3,62.43,0,Average Performance
15517,233,1,267.03,1,Low Performance
15518,64,15,4189.99,0,Average Performance
15519,383,2,344.61,1,Low Performance
15520,2,1,343.5,2,High Performance
15521,40,16,7087.64,2,High Performance
15522,33,2,397.99,0,Average Performance
15523,84,16,17259.19,0,Average Performance
15524,25,2,591.4,0,Average Performance
15525,2,4,887.72,2,High Performance
15526,33,2,148.44,0,Average Performance
15527,19,23,5554.04,2,High Performance
15528,254,1,229.33,1,Low Performance
15529,23,12,4781.11,2,High Performance
15530,22,5,1808.68,0,Average Performance
15531,8,2,1972.39,2,High Performance
15532,25,10,3717.2,2,High Performance
15533,19,3,807.57,0,Average Performance
15534,726,1,162.25,1,Low Performance
15535,173,6,1044.3700000000001,1,Low Performance
15536,409,1,259.09,1,Low Performance
15537,163,1,110.92,1,Low Performance
15538,538,6,3358.3999999999996,1,Low Performance
15539,7,1,538.46,0,Average Performance
15540,11,2,460.68,0,Average Performance
15541,114,1,85.13000000000001,1,Low Performance
15542,512,3,855.71,1,Low Performance
15543,288,2,242.26,1,Low Performance
15544,9,20,7807.89,2,High Performance
15545,54,2,288.96999999999997,0,Average Performance
15546,607,2,1079.1000000000001,1,Low Performance
15547,7,26,10002.65,2,High Performance
15548,596,1,158.09,1,Low Performance
15549,77,8,2330.41,0,Average Performance
15550,4,12,2211.05,2,High Performance
15551,37,7,1679.81,0,Average Performance
15552,217,2,252.52,1,Low Performance
15553,60,1,428.93,0,Average Performance
15554,278,1,217.2,1,Low Performance
15555,12,36,11233.78,2,High Performance
15556,24,1,279.77,0,Average Performance
15557,29,1,468.91,0,Average Performance
15558,639,1,202.68,1,Low Performance
15559,568,1,1109.4,1,Low Performance
15560,398,2,153.52,1,Low Performance
15561,12,8,1934.3899999999999,2,High Performance
15562,352,3,671.4300000000001,1,Low Performance
15563,22,6,2820.46,0,Average Performance
15564,463,2,70.74000000000001,1,Low Performance
15565,50,2,173.16,0,Average Performance
15566,393,2,227.87,1,Low Performance
15567,19,1,186.01,0,Average Performance
15568,3,3,758.29,2,High Performance
15569,104,10,3583.45,0,Average Performance
15570,7,25,8736.49,2,High Performance
15571,12,14,3892.35,2,High Performance
15572,5,10,3965.2,2,High Performance
15573,32,5,1180.47,0,Average Performance
15574,178,6,1101.44,1,Low Performance
15575,620,1,30.1,1,Low Performance
15576,38,1,921.37,0,Average Performance
15577,151,5,396.03000000000003,1,Low Performance
15578,162,1,127.1,1,Low Performance
15579,69,5,1250.63,0,Average Performance
15580,377,8,1375.39,1,Low Performance
15581,156,34,4505.16,0,Average Performance
15582,25,3,682.9100000000001,0,Average Performance
15583,376,1,95.96,1,Low Performance
15584,24,6,1268.2,0,Average Performance
15585,177,1,455.3,1,Low Performance
15586,593,3,1139.1,1,Low Performance
15587,50,7,1522.0800000000002,0,Average Performance
15588,678,1,579.6,1,Low Performance
15589,256,3,478.53000000000003,1,Low Performance
15590,382,5,1496.6,1,Low Performance
15591,583,3,217.9,1,Low Performance
15592,47,1,388.58,0,Average Performance
15593,71,1,199.8,0,Average Performance
15594,16,5,1771.78,2,High Performance
15595,488,1,357.6,1,Low Performance
15596,101,9,2727.72,0,Average Performance
15597,35,2,563.37,0,Average Performance
15598,53,2,548.02,0,Average Performance
15599,27,3,1250.06,0,Average Performance
15600,428,4,1199.31,1,Low Performance
15601,11,30,14191.74,2,High Performance
15602,8,16,3137.96,2,High Performance
15603,79,2,88.48,0,Average Performance
15604,52,1,216.39,0,Average Performance
15605,36,9,1741.95,0,Average Performance
15606,61,17,5230.99,0,Average Performance
15607,337,9,1708.97,1,Low Performance
15608,28,5,1785.98,0,Average Performance
15609,184,1,298.48,1,Low Performance
15610,52,1,112.46000000000001,0,Average Performance
15611,10,24,2976.28,2,High Performance
15612,36,2,195.15,0,Average Performance
15613,610,1,433.71999999999997,1,Low Performance
15614,438,4,3147.36,1,Low Performance
15615,10,47,21373.97,2,High Performance
15616,438,1,317.11,1,Low Performance
15617,396,3,828.5500000000001,1,Low Performance
15618,33,4,776.85,0,Average Performance
15619,11,1,336.40000000000003,0,Average Performance
15620,57,4,1942.36,0,Average Performance
15621,4,4,1293.03,2,High Performance
15622,43,17,7852.61,2,High Performance
15623,141,8,2437.05,0,Average Performance
15624,117,4,588.13,0,Average Performance
15625,104,9,3236.4,0,Average Performance
15626,75,3,1067.52,0,Average Performance
15627,457,2,566.9,1,Low Performance
15628,5,17,5333.08,2,High Performance
15629,450,4,2240.9,1,Low Performance
15630,45,3,1481.4,0,Average Performance
15631,642,1,596.67,1,Low Performance
15632,16,8,3285.31,2,High Performance
15633,509,13,4335.96,1,Low Performance
15634,17,2,554.65,0,Average Performance
15635,396,1,100.35,1,Low Performance
15636,90,4,1444.58,0,Average Performance
15637,53,5,797.59,0,Average Performance
15638,379,6,2265.2,1,Low Performance
15639,134,3,1065.08,0,Average Performance
15640,4,29,23459.51,2,High Performance
15641,105,12,5345.55,0,Average Performance
15642,730,1,105.78000000000002,1,Low Performance
15643,192,3,664.0,1,Low Performance
15644,166,4,803.54,1,Low Performance
15645,19,3,1054.75,0,Average Performance
15646,158,5,784.8100000000001,1,Low Performance
15647,415,1,169.0,1,Low Performance
15648,204,2,639.5,1,Low Performance
15649,336,4,1660.35,1,Low Performance
15650,522,2,553.88,1,Low Performance
15651,37,5,1259.06,0,Average Performance
15652,91,5,1405.94,0,Average Performance
15653,93,2,877.4399999999999,0,Average Performance
15654,9,2,922.53,0,Average Performance
15655,243,1,560.67,1,Low Performance
15656,45,4,748.5,0,Average Performance
15657,23,1,30.0,0,Average Performance
15658,190,8,2117.27,0,Average Performance
15659,44,3,532.49,0,Average Performance
15660,25,15,2603.69,2,High Performance
15661,317,8,1215.95,1,Low Performance
15662,661,2,283.73,1,Low Performance
15663,106,1,138.14,1,Low Performance
15664,51,4,1231.53,0,Average Performance
15665,168,5,3987.07,0,Average Performance
15666,472,2,632.9399999999999,1,Low Performance
15667,40,1,301.32,0,Average Performance
15668,218,1,76.32000000000001,1,Low Performance
15669,40,4,684.34,0,Average Performance
15670,297,2,325.2,1,Low Performance
15671,19,7,2657.13,2,High Performance
15672,725,1,45.300000000000004,1,Low Performance
15673,88,9,6204.32,0,Average Performance
15674,73,12,6613.52,0,Average Performance
15675,81,4,542.04,0,Average Performance
15676,19,3,3435.76,0,Average Performance
15677,49,3,1305.63,0,Average Performance
15678,53,3,1825.94,0,Average Performance
15679,24,4,781.28,0,Average Performance
15680,9,10,4028.69,2,High Performance
15681,25,14,2989.7,2,High Performance
15682,599,2,318.24,1,Low Performance
15683,117,2,524.54,0,Average Performance
15684,547,3,173.95,1,Low Performance
15685,450,1,55.980000000000004,1,Low Performance
15686,420,1,90.0,1,Low Performance
15687,9,9,2993.1,2,High Performance
15688,419,1,190.57,1,Low Performance
15689,120,3,521.03,0,Average Performance
15690,4,2,239.76,2,High Performance
15691,252,4,571.3,1,Low Performance
15692,28,1,191.04,0,Average Performance
15693,659,1,37.5,1,Low Performance
15694,1,23,9963.48,2,High Performance
15695,267,4,1131.04,1,Low Performance
15696,33,13,3881.2200000000003,2,High Performance
15697,690,1,246.75,1,Low Performance
15698,624,1,46.2,1,Low Performance
15699,18,1,309.65,0,Average Performance
15700,172,2,696.68,1,Low Performance
15701,2,4,1529.0,2,High Performance
15702,476,1,112.57000000000001,1,Low Performance
15703,265,1,211.5,1,Low Performance
15704,140,6,3734.6600000000003,0,Average Performance
15705,201,1,143.1,1,Low Performance
15706,64,4,1060.56,0,Average Performance
15707,35,4,916.98,0,Average Performance
15708,41,9,3887.15,0,Average Performance
15709,284,2,327.85,1,Low Performance
15710,417,1,898.87,1,Low Performance
15711,557,2,420.25,1,Low Performance
15712,9,12,3472.4100000000003,2,High Performance
15713,143,4,839.64,0,Average Performance
15714,12,5,783.96,2,High Performance
15715,556,5,658.02,1,Low Performance
15716,146,11,2482.7400000000002,0,Average Performance
15717,234,5,607.0,1,Low Performance
15718,540,1,293.79,1,Low Performance
15719,33,31,10194.32,2,High Performance
15720,24,2,739.22,0,Average Performance
15721,12,1,471.40000000000003,0,Average Performance
15722,36,11,5234.0,0,Average Performance
15723,365,4,930.7,1,Low Performance
15724,201,3,310.85,1,Low Performance
15725,15,1,415.25,0,Average Performance
15726,390,1,321.91,1,Low Performance
15727,17,15,9371.71,2,High Performance
15728,380,2,544.6,1,Low Performance
15729,213,3,192.55,1,Low Performance
15730,66,5,1726.58,0,Average Performance
15731,554,1,125.3,1,Low Performance
15732,212,10,1543.97,1,Low Performance
15733,283,1,162.3,1,Low Performance
15734,115,4,2263.3,0,Average Performance
15735,421,1,327.68,1,Low Performance
15736,435,2,1767.12,1,Low Performance
15737,15,8,1188.1200000000001,2,High Performance
15738,19,41,13043.32,2,High Performance
15739,66,1,449.12,0,Average Performance
15740,49,1,154.88,0,Average Performance
15741,458,2,208.62,1,Low Performance
15742,619,1,156.87,1,Low Performance
15743,16,4,775.96,0,Average Performance
15744,78,1,34.8,0,Average Performance
15745,19,4,1094.59,0,Average Performance
15746,134,1,196.88,1,Low Performance
15747,13,9,2499.81,2,High Performance
15748,40,3,609.8100000000001,0,Average Performance
15749,235,3,44534.3,1,Low Performance
15750,3,18,6452.99,2,High Performance
15751,461,11,1380.44,1,Low Performance
15752,40,9,3924.91,0,Average Performance
15753,305,1,79.2,1,Low Performance
15754,51,9,3037.61,0,Average Performance
15755,10,17,5993.12,2,High Performance
15756,61,4,528.01,0,Average Performance
15757,66,6,2940.36,0,Average Performance
15758,25,1,205.25,0,Average Performance
15759,218,7,830.9300000000001,1,Low Performance
15761,443,1,143.05,1,Low Performance
15762,65,2,583.75,0,Average Performance
15763,32,2,1086.92,0,Average Performance
15764,88,8,4503.08,0,Average Performance
15765,667,1,370.63,1,Low Performance
15766,64,3,831.06,0,Average Performance
15768,116,34,15308.89,0,Average Performance
15769,7,46,88612.52,2,High Performance
15770,613,1,321.45,1,Low Performance
15771,604,3,1006.54,1,Low Performance
15772,418,1,280.88,1,Low Performance
15773,6,2,774.52,2,High Performance
15774,69,6,1287.09,0,Average Performance
15775,245,2,150.5,1,Low Performance
15776,133,1,241.62,1,Low Performance
15777,241,7,1762.61,1,Low Performance
15778,431,1,307.95,1,Low Performance
15779,463,2,124.08000000000001,1,Low Performance
15780,184,3,475.28000000000003,1,Low Performance
15781,25,3,345.46,0,Average Performance
15782,10,4,4014.1,2,High Performance
15783,11,1,246.3,0,Average Performance
15784,468,2,848.3299999999999,1,Low Performance
15785,33,16,5969.93,2,High Performance
15786,46,5,8501.62,0,Average Performance
15787,26,3,933.26,0,Average Performance
15788,509,1,221.82999999999998,1,Low Performance
15789,358,6,1962.01,1,Low Performance
15790,10,1,218.75,0,Average Performance
15791,44,5,3608.34,0,Average Performance
15792,400,2,933.84,1,Low Performance
15793,15,8,2399.57,2,High Performance
15794,736,2,777.0,1,Low Performance
15795,150,8,1979.8700000000001,0,Average Performance
15796,1,17,5170.63,2,High Performance
15797,113,5,2806.08,0,Average Performance
15798,493,3,1535.37,1,Low Performance
15799,76,4,1421.34,0,Average Performance
15800,107,7,1227.07,0,Average Performance
15801,46,3,1063.95,0,Average Performance
15803,51,4,1929.66,0,Average Performance
15804,1,13,4206.39,2,High Performance
15805,23,30,10148.93,2,High Performance
15806,46,3,784.58,0,Average Performance
15807,50,5,1817.52,0,Average Performance
15808,306,21,17180.25,0,Average Performance
15809,36,7,1274.44,0,Average Performance
15810,79,8,2999.04,0,Average Performance
15811,22,7,3392.55,2,High Performance
15812,107,12,5201.47,0,Average Performance
15813,208,2,1303.9099999999999,1,Low Performance
15814,17,6,2634.44,2,High Performance
15815,64,5,2100.6,0,Average Performance
15816,542,2,144.14999999999998,1,Low Performance
15817,421,3,2766.4,1,Low Performance
15818,588,1,340.5,1,Low Performance
15819,49,10,3934.79,0,Average Performance
15820,320,1,206.98,1,Low Performance
15821,44,2,570.96,0,Average Performance
15822,3,6,1840.06,2,High Performance
15823,729,2,3867.17,1,Low Performance
15824,453,2,890.94,1,Low Performance
15825,172,1,532.94,1,Low Performance
15826,56,4,2598.28,0,Average Performance
15827,73,28,3603.14,0,Average Performance
15828,375,1,1108.82,1,Low Performance
15829,99,2,636.14,0,Average Performance
15830,38,1,576.0,0,Average Performance
15831,58,3,794.64,0,Average Performance
15832,254,1,836.79,1,Low Performance
15833,738,1,80.4,1,Low Performance
15834,70,7,3761.89,0,Average Performance
15835,44,4,954.09,0,Average Performance
15836,50,1,137.37,0,Average Performance
15837,65,2,777.01,0,Average Performance
15838,11,34,73205.5,2,High Performance
15839,33,3,1048.49,0,Average Performance
15840,59,2,355.56,0,Average Performance
15841,73,9,2742.41,0,Average Performance
15842,393,2,548.8,1,Low Performance
15843,304,1,118.95000000000002,1,Low Performance
15844,46,1,130.73999999999998,0,Average Performance
15845,18,11,4426.28,2,High Performance
15846,385,1,107.01,1,Low Performance
15847,38,5,822.57,0,Average Performance
15848,622,1,137.99,1,Low Performance
15850,19,6,1006.75,0,Average Performance
15851,527,1,109.73,1,Low Performance
15852,187,3,257.26,1,Low Performance
15853,52,1,110.8,0,Average Performance
15854,4,21,5578.28,2,High Performance
15855,137,6,1052.72,0,Average Performance
15856,4,52,32274.69,2,High Performance
15857,19,2,570.48,0,Average Performance
15858,16,13,3552.41,2,High Performance
15859,432,1,438.46,1,Low Performance
15860,41,17,2358.8,0,Average Performance
15861,12,12,4360.9,2,High Performance
15862,8,13,2507.14,2,High Performance
15863,26,5,355.1,0,Average Performance
15864,22,7,2180.76,0,Average Performance
15865,41,5,2241.42,0,Average Performance
15866,101,1,211.89,1,Low Performance
15867,5,31,8869.87,2,High Performance
15868,583,1,94.53,1,Low Performance
15869,277,3,321.11,1,Low Performance
15870,33,4,857.46,0,Average Performance
15871,437,1,33.099999999999994,1,Low Performance
15872,15,4,729.25,0,Average Performance
15873,500,4,313.91999999999996,1,Low Performance
15874,64,21,11284.76,2,High Performance
15875,646,1,108.52,1,Low Performance
15876,409,2,1449.1399999999999,1,Low Performance
15877,2,2,490.33,2,High Performance
15878,562,2,330.77,1,Low Performance
15879,404,4,1137.8,1,Low Performance
15880,369,1,329.03000000000003,1,Low Performance
15881,312,5,501.39000000000004,1,Low Performance
15882,199,8,1122.38,1,Low Performance
15883,2,2,396.48,2,High Performance
15884,432,2,244.60000000000002,1,Low Performance
15885,93,13,1921.82,0,Average Performance
15886,60,4,1052.8700000000001,0,Average Performance
15887,407,3,1027.15,1,Low Performance
15888,81,3,423.49,0,Average Performance
15889,157,8,1407.05,0,Average Performance
15890,395,5,535.65,1,Low Performance
15891,227,1,509.13,1,Low Performance
15892,669,1,128.2,1,Low Performance
15893,482,1,305.28000000000003,1,Low Performance
15894,253,2,257.6,1,Low Performance
15895,150,1,179.17,1,Low Performance
15897,194,2,208.59,1,Low Performance
15898,1,25,4992.7,2,High Performance
15899,369,1,56.25,1,Low Performance
15900,24,4,886.5699999999999,0,Average Performance
15901,17,6,667.89,0,Average Performance
15902,380,1,145.01,1,Low Performance
15903,10,12,8939.84,2,High Performance
15904,8,1,164.68,0,Average Performance
15905,543,1,114.69,1,Low Performance
15906,20,10,2530.19,2,High Performance
15907,4,3,881.87,2,High Performance
15908,491,2,758.62,1,Low Performance
15909,174,1,191.94,1,Low Performance
15910,1,15,2661.17,2,High Performance
15911,624,8,1683.79,1,Low Performance
15912,178,9,1074.7,0,Average Performance
15913,534,1,6.300000000000001,1,Low Performance
15914,378,2,205.99,1,Low Performance
15915,402,1,364.24,1,Low Performance
15916,16,13,3145.2400000000002,2,High Performance
15917,248,5,530.17,1,Low Performance
15918,191,3,582.88,1,Low Performance
15919,20,2,525.69,0,Average Performance
15920,154,8,565.19,0,Average Performance
15921,173,4,765.61,1,Low Performance
15922,373,1,369.5,1,Low Performance
15923,373,1,127.08,1,Low Performance
15924,731,1,102.82,1,Low Performance
15925,194,1,207.15,1,Low Performance
15926,542,1,134.44,1,Low Performance
15927,647,1,106.54,1,Low Performance
15928,656,1,293.53,1,Low Performance
15929,644,1,594.0,1,Low Performance
15930,67,1,426.63,0,Average Performance
15931,428,1,239.9,1,Low Performance
15932,4,8,2495.87,2,High Performance
15933,21,3,1107.46,0,Average Performance
15934,418,2,2190.66,1,Low Performance
15935,239,1,108.03999999999999,1,Low Performance
15936,379,2,282.79,1,Low Performance
15937,64,1,145.35,0,Average Performance
15938,112,9,734.81,0,Average Performance
15939,90,15,9004.84,0,Average Performance
15940,311,1,35.8,1,Low Performance
15941,637,1,405.0,1,Low Performance
15942,134,1,337.44,1,Low Performance
15943,650,2,271.28999999999996,1,Low Performance
15944,277,4,2164.24,1,Low Performance
15945,365,4,646.27,1,Low Performance
15946,503,3,2304.18,1,Low Performance
15947,83,1,1708.24,0,Average Performance
15948,8,3,1509.0900000000001,2,High Performance
15949,17,2,364.72,0,Average Performance
15950,32,10,7120.91,2,High Performance
15951,9,3,1013.17,2,High Performance
15952,34,4,781.91,0,Average Performance
15953,15,18,3440.3399999999997,2,High Performance
15954,589,1,187.8,1,Low Performance
15955,24,22,8085.9800000000005,2,High Performance
15956,551,2,617.6,1,Low Performance
15957,32,3,921.25,0,Average Performance
15958,74,4,462.12,0,Average Performance
15959,682,3,542.89,1,Low Performance
15960,374,4,410.95,1,Low Performance
15961,379,1,451.28999999999996,1,Low Performance
15962,449,1,289.48,1,Low Performance
15963,20,2,470.76,0,Average Performance
15964,663,1,269.21000000000004,1,Low Performance
15965,17,13,2771.94,2,High Performance
15966,451,1,426.53000000000003,1,Low Performance
15967,23,12,2966.0,2,High Performance
15968,388,1,401.8,1,Low Performance
15969,3,5,1127.05,2,High Performance
15970,304,2,1017.32,1,Low Performance
15971,18,18,5897.88,2,High Performance
15972,456,5,1769.33,1,Low Performance
15973,367,2,665.62,1,Low Performance
15974,39,7,3442.15,0,Average Performance
15975,84,1,371.01,0,Average Performance
15976,165,6,1680.31,0,Average Performance
15977,17,2,1054.73,0,Average Performance
15978,77,3,3279.42,0,Average Performance
15979,603,1,329.22,1,Low Performance
15980,89,7,6543.68,0,Average Performance
15981,25,21,9362.77,2,High Performance
15982,605,1,324.51,1,Low Performance
15983,22,8,3110.37,2,High Performance
15984,3,30,8393.02,2,High Performance
15985,123,7,2715.28,0,Average Performance
15986,30,2,354.42,0,Average Performance
